case_id,keydate,Target90Days,TargetAmount90Days,OriginalCapitalOfCaseInvoices,IndustryCode,ClientName,NumberOfUnsuccessfullyClosedCustomerCasesLast36Months,AmountOfAmountOfCustomerPaymentsOnAllCasesBlevelase,AmountOfCustomerOpenCases,NumberOfTelephonesCI,RatioOfCustomersAtAddressWithSuccessfullyClosedCasesLast36Months,AgeOfDebt,NumberOfCustomerIncomingCallDatesTee,CustomerAge,NumberOfCustomerPaymentsInLast12Months,LastOriginalClosingCodeOfCustomer,NumberOfSuccessfullyClosedCasesInLast24Months,AmountOfCase
26952,2017-07-22 00:00:00.0,1.0,438.24,377.24,K6512,2,,421.53,0.0,0.0,0.6,103.0,0.0,72.0,2.0,8,1.0,453.32
26953,2017-04-17 00:00:00.0,0.0,0.0,150.93,K6512,10,1.0,,779.22,4.0,0.0,137.0,1.0,51.0,,5,,171.3
26954,2017-07-13 00:00:00.0,0.0,0.0,135.13,K6512,2,1.0,3.06,474.69,2.0,,108.0,0.0,24.0,1.0,1,,196.27
26955,2017-07-21 00:00:00.0,0.0,0.0,845.84,K6622,4,,,198.96,2.0,,10.0,0.0,45.0,,4,,895.84
26956,2017-02-23 00:00:00.0,0.0,0.0,571.03,K6622,12,1.0,3.62,0.0,3.0,0.0,13.0,0.0,29.0,1.0,1,,621.03
26957,2017-05-01 00:00:00.0,0.0,0.0,779.32,K6622,131,1.0,,0.0,3.0,,144.0,0.0,,,1,,135.51
26958,2017-06-19 00:00:00.0,1.0,150.54,150.54,K6512,49,,99.04,0.0,1.0,,79.0,0.0,,0.0,7,1.0,150.54
26959,2017-06-03 00:00:00.0,0.0,0.0,73.0,K6512,19,,600.0,168.14,3.0,,110.0,5.0,47.0,0.0,44,,134.0
26960,2017-05-27 00:00:00.0,0.0,0.0,515.46,K6512,10,6.0,519.44,0.0,2.0,,129.0,0.0,46.0,1.0,8,1.0,544.72
26961,2017-08-20 00:00:00.0,0.0,0.0,400.06,K6622,12,,412.74,0.0,3.0,0.0,120.0,0.0,19.0,1.0,8,1.0,450.06
26962,2017-01-16 00:00:00.0,0.0,0.0,351.9,K6622,15,4.0,36.97,1419.52,6.0,,81.0,1.0,47.0,0.0,1,,363.47
26963,2017-09-14 00:00:00.0,0.0,0.0,409.41,K6512,19,6.0,179.68,0.0,6.0,,108.0,1.0,46.0,0.0,22,0.0,485.41
26964,2017-02-19 00:00:00.0,0.0,0.0,361.84,K6512,11,1.0,,0.0,4.0,0.0,20.0,0.0,,,1,,376.84
26965,2017-04-06 00:00:00.0,0.0,0.0,731.5,K6622,15,1.0,,0.0,5.0,,5.0,0.0,35.0,,1,,743.8
26966,2017-02-23 00:00:00.0,0.0,0.0,0.0,K6512,6,1.0,,2983.29,2.0,0.0,4.0,0.0,33.0,,11,,265.77
26967,2017-04-28 00:00:00.0,0.0,0.0,404.55,K6499,23,3.0,34.13,77.58,10.0,0.0,242.0,0.0,44.0,1.0,1,,404.55
26968,2017-02-19 00:00:00.0,1.0,331.22,331.22,K6512,9,,1395.07,0.0,1.0,,141.0,1.0,36.0,2.0,7,1.0,384.6
26969,2017-02-23 00:00:00.0,0.0,0.0,116.13,K6512,2,1.0,,0.0,2.0,0.0,108.0,0.0,43.0,,1,,492.72
26970,2017-01-13 00:00:00.0,1.0,193.2,193.2,K6512,6,1.0,,86.4,5.0,,4.0,0.0,51.0,,1,,254.2
26971,2017-07-08 00:00:00.0,0.0,0.0,188.93,K6512,10,3.0,78.0,0.0,4.0,0.0,126.0,0.0,36.0,0.0,1,,209.17
26972,2017-01-19 00:00:00.0,0.0,0.0,135.53,K6512,53,2.0,,0.0,3.0,0.46,66.0,0.0,33.0,,1,,135.53
26973,2017-04-22 00:00:00.0,0.0,0.0,603.18,K6622,12,2.0,150.0,902.62,2.0,0.15,12.0,1.0,41.0,2.0,9,,653.18
26974,2017-01-16 00:00:00.0,0.0,0.0,586.8,K6622,15,1.0,,0.0,2.0,0.0,88.0,0.0,35.0,,1,,598.78
26975,2017-05-08 00:00:00.0,0.0,0.0,768.25,K6619,16,1.0,,0.0,1.0,,4.0,0.0,53.0,,1,,768.25
26976,2017-04-29 00:00:00.0,0.0,0.0,981.0,K6622,43,,139.54,0.0,2.0,0.0,109.0,0.0,31.0,0.0,7,0.0,1008.0
26977,2017-09-18 00:00:00.0,0.0,0.0,230.02,K6622,12,1.0,,0.0,5.0,0.0,8.0,0.0,26.0,,1,,280.02
26978,2017-05-20 00:00:00.0,0.0,0.0,101.84,K6622,22,,389.76,0.0,4.0,,72.0,3.0,25.0,0.0,7,0.0,151.84
26979,2017-05-05 00:00:00.0,0.0,0.0,256.15,K6512,27,1.0,,0.0,3.0,0.14,4.0,0.0,43.0,,1,,256.15
26980,2017-07-07 00:00:00.0,0.0,0.0,443.58,K6512,42,3.0,333.78,1393.63,3.0,0.0,95.0,1.0,38.0,1.0,7,1.0,443.58
26981,2017-05-20 00:00:00.0,1.0,224.8,224.8,K6512,9,1.0,,0.0,2.0,0.0,139.0,0.0,32.0,,1,,250.3
26982,2017-03-11 00:00:00.0,0.0,0.0,4106.84,K6512,78,2.0,,161.04,3.0,0.2,247.0,0.0,40.0,,1,,4106.84
26983,2017-04-22 00:00:00.0,0.0,0.0,267.1,K6622,12,1.0,,0.0,5.0,,12.0,0.0,63.0,,1,,367.1
26984,2017-05-20 00:00:00.0,0.0,0.0,128.85,K6622,58,,,374.1,2.0,0.22,9.0,0.0,43.0,,4,,178.85
26985,2017-05-20 00:00:00.0,0.0,0.0,128.47,K6512,9,,,28.0,1.0,,80.0,0.0,49.0,,4,,471.39
26986,2017-02-23 00:00:00.0,0.0,0.0,79.71,K6512,19,1.0,,0.0,2.0,0.14,101.0,0.0,29.0,,1,,140.71
26987,2017-06-22 00:00:00.0,1.0,889.75,969.26,K6622,12,0.0,,362.6,3.0,,12.0,0.0,66.0,,1,,1019.26
26988,2017-05-25 00:00:00.0,0.0,0.0,151.13,K6619,18,1.0,,0.0,3.0,,4.0,0.0,56.0,,1,,151.13
26989,2017-04-13 00:00:00.0,0.0,0.0,141.22,K6512,19,3.0,,1185.92,4.0,0.16,101.0,1.0,29.0,,9,,202.22
26990,2017-04-27 00:00:00.0,0.0,0.0,229.38,K6512,39,,,145.79,1.0,0.21,176.0,0.0,,,4,,229.38
26991,2017-05-05 00:00:00.0,0.0,0.0,71.76,K6512,11,,,86.76,1.0,0.33,94.0,0.0,,,4,,86.76
26992,2017-06-22 00:00:00.0,0.0,0.0,190.92,K6622,12,,,525.33,3.0,0.44,77.0,0.0,55.0,,4,,290.92
26993,2017-04-28 00:00:00.0,0.0,0.0,2011.07,K6499,23,0.0,,378.61,6.0,0.33,911.0,0.0,25.0,,5,,2011.07
26994,2017-05-13 00:00:00.0,0.0,0.0,3131.0,K6512,44,1.0,,0.0,0.0,0.16,1196.0,0.0,,,1,,3131.0
26995,2017-05-05 00:00:00.0,0.0,0.0,102.14,K6512,11,,1178.15,117.14,3.0,,278.0,1.0,,1.0,4,,117.14
26996,2017-05-27 00:00:00.0,0.0,0.0,134.64,K6512,5,0.0,768.63,364.54,8.0,,115.0,0.0,57.0,1.0,6,1.0,154.92
26997,2017-03-05 00:00:00.0,0.0,0.0,558.9,K6622,15,1.0,,0.0,2.0,0.14,4.0,0.0,28.0,,1,,571.2
26998,2017-05-20 00:00:00.0,0.0,0.0,722.0,K6622,22,1.0,44.35,0.0,1.0,,9.0,0.0,48.0,0.0,15,0.0,772.0
26999,2017-04-13 00:00:00.0,0.0,0.0,41.46,K6512,2,1.0,33.13,407.47,9.0,,101.0,0.0,,3.0,7,4.0,102.46
27000,2017-04-06 00:00:00.0,0.0,0.0,454.44,K6622,29,1.0,,0.0,0.0,0.0,83.0,0.0,,,1,,483.27
27001,2017-02-06 00:00:00.0,0.0,0.0,81.94,K6622,12,0.0,,0.0,2.0,0.0,89.0,0.0,37.0,,1,,131.94
27002,2017-02-19 00:00:00.0,0.0,0.0,122.92,K6512,5,,,1425.48,5.0,0.38,171.0,0.0,28.0,,4,,143.17
27003,2017-09-18 00:00:00.0,0.0,0.0,468.41,K6622,12,1.0,1669.5,979.26,5.0,0.21,8.0,0.0,46.0,0.0,1,,568.41
27004,2017-08-12 00:00:00.0,0.0,0.0,420.64,K6512,11,2.0,100.0,652.79,3.0,0.0,65.0,0.0,51.0,0.0,1,,435.64
27005,2017-02-03 00:00:00.0,0.0,0.0,180.09,K6512,19,1.0,1026.95,422.79,1.0,0.5,102.0,0.0,25.0,2.0,1,,241.09
27006,2017-03-05 00:00:00.0,0.0,0.0,84.69,K6512,54,,,49.94,1.0,,76.0,0.0,23.0,,4,,84.69
27007,2017-06-02 00:00:00.0,1.0,15.0,274.94,K6419,38,,1641.01,492.72,3.0,,4.0,8.0,45.0,11.0,7,15.0,354.49
27008,2017-04-15 00:00:00.0,0.0,0.0,286.33,K6512,10,,,504.89,2.0,,124.0,0.0,54.0,,4,,306.68
27009,2017-02-23 00:00:00.0,0.0,0.0,57.44,K6622,12,2.0,,0.0,5.0,0.42,98.0,0.0,27.0,,1,,107.44
27010,2017-08-20 00:00:00.0,1.0,311.36,261.36,K6622,12,1.0,,0.0,1.0,0.0,74.0,0.0,27.0,,3,,311.36
27011,2017-09-17 00:00:00.0,0.0,0.0,487.19,K6512,49,1.0,,0.0,2.0,,78.0,0.0,43.0,,1,,487.19
27012,2017-06-15 00:00:00.0,0.0,0.0,144.49,K6419,25,1.0,,0.0,2.0,0.22,7.0,1.0,28.0,,1,,144.79
27013,2017-07-09 00:00:00.0,0.0,0.0,343.02,K6622,35,1.0,,0.0,3.0,,82.0,0.0,61.0,,1,,343.02
27014,2017-03-04 00:00:00.0,0.0,0.0,205.69,K6512,10,,198.86,0.0,2.0,0.5,128.0,0.0,,1.0,8,1.0,225.92
27015,2017-09-14 00:00:00.0,0.0,0.0,972.01,K6512,2,,,373.38,1.0,,108.0,0.0,31.0,,4,,1061.68
27016,2017-08-13 00:00:00.0,0.0,0.0,249.55,K6419,38,1.0,99.92,393.67,4.0,0.25,4.0,0.0,57.0,1.0,1,1.0,249.55
27017,2017-08-10 00:00:00.0,0.0,0.0,408.8,K6622,15,2.0,,103.68,3.0,,4.0,0.0,31.0,,1,,431.25
27018,2017-09-17 00:00:00.0,0.0,0.0,112.13,K6512,9,2.0,,435.0,4.0,,256.0,0.0,20.0,,3,,137.6
27019,2017-03-18 00:00:00.0,1.0,62.22,62.22,K6512,47,,1074.04,0.0,2.0,1.0,57.0,9.0,,1.0,7,1.0,62.22
27020,2017-04-29 00:00:00.0,0.0,0.0,157.3,K6512,10,,73.46,0.0,2.0,0.0,126.0,1.0,,1.0,8,1.0,177.43
27021,2017-01-13 00:00:00.0,0.0,0.0,638.95,K6512,6,,95.07,0.0,2.0,,4.0,0.0,90.0,0.0,7,1.0,714.95
27022,2017-05-20 00:00:00.0,0.0,0.0,214.95,K6512,5,1.0,,0.0,2.0,0.33,200.0,0.0,53.0,,1,,235.72
27023,2017-09-18 00:00:00.0,0.0,0.0,162.1,K6622,12,1.0,,0.0,1.0,0.27,8.0,1.0,52.0,,17,,212.1
27024,2017-04-22 00:00:00.0,0.0,0.0,214.17,K6622,58,1.0,44.94,108.37,1.0,0.66,12.0,1.0,26.0,1.0,7,1.0,264.17
27025,2017-06-26 00:00:00.0,0.0,0.0,896.02,K6512,39,,,116.07,1.0,,185.0,0.0,38.0,,4,,896.02
27026,2017-02-24 00:00:00.0,0.0,0.0,808.62,K6622,28,,,454.15,4.0,1.0,66.0,0.0,65.0,,4,,974.35
27027,2017-02-11 00:00:00.0,1.0,528.39,528.39,K6512,10,,,824.38,1.0,0.57,133.0,0.0,93.0,,4,,556.53
27028,2017-09-24 00:00:00.0,1.0,931.19,2168.57,K6512,2,1.0,1325.59,0.0,1.0,0.0,83.0,0.0,40.0,,1,,931.19
27029,2017-08-19 00:00:00.0,0.0,0.0,504.63,K6419,25,2.0,511.85,0.0,4.0,0.0,6.0,1.0,35.0,6.0,1,,505.52
27030,2017-05-08 00:00:00.0,0.0,0.0,40.08,K6619,30,1.0,,0.0,5.0,1.0,4.0,0.0,69.0,,1,,40.08
27031,2017-02-26 00:00:00.0,0.0,0.0,402.23,K6512,38,1.0,,0.0,4.0,0.66,4.0,0.0,31.0,,1,,531.21
27032,2017-02-23 00:00:00.0,0.0,0.0,731.83,K6512,2,,304.13,0.0,1.0,0.0,101.0,0.0,33.0,2.0,7,1.0,809.28
27033,2017-07-13 00:00:00.0,1.0,55.98,218.74,K6512,2,,,1363.59,3.0,0.0,94.0,0.0,62.0,,4,,280.06
27034,2017-08-20 00:00:00.0,0.0,0.0,690.57,K6622,63,3.0,,0.0,5.0,0.0,10.0,0.0,30.0,,1,,740.57
27035,2017-08-07 00:00:00.0,0.0,0.0,753.28,K6622,17,,,997.68,3.0,,93.0,0.0,41.0,,4,,838.28
27036,2017-06-26 00:00:00.0,0.0,0.0,954.13,K6512,38,1.0,,0.0,1.0,0.3,4.0,0.0,58.0,,1,,1242.49
27037,2017-04-23 00:00:00.0,0.0,0.0,269.22,K6512,10,,194.64,0.0,1.0,,478.0,0.0,59.0,1.0,8,1.0,290.07
27038,2017-07-08 00:00:00.0,1.0,492.56,464.18,K6512,10,,595.98,0.0,1.0,0.66,129.0,0.0,31.0,1.0,7,1.0,492.56
27039,2017-01-20 00:00:00.0,0.0,0.0,231.72,K6512,10,,,253.35,2.0,0.33,141.0,0.0,45.0,,4,,252.48
27040,2017-07-28 00:00:00.0,0.0,0.0,231.8,K6512,33,2.0,,0.0,7.0,0.0,208.0,0.0,,,1,,231.8
27041,2017-03-11 00:00:00.0,1.0,59.48,91.17,K6512,10,,,357.65,1.0,0.02,178.0,0.0,40.0,,4,,111.29
27042,2017-04-07 00:00:00.0,0.0,0.0,633.59,K6512,10,,198.62,0.0,1.0,,127.0,0.0,30.0,1.0,7,1.0,662.27
27043,2017-05-20 00:00:00.0,0.0,0.0,289.53,K6622,21,1.0,,80.5,4.0,0.4,9.0,0.0,34.0,,1,,339.53
27044,2017-09-18 00:00:00.0,0.0,0.0,77.3,K6622,57,1.0,,217.54,4.0,0.0,8.0,0.0,28.0,,9,,127.3
27045,2017-05-05 00:00:00.0,0.0,0.0,598.04,K6512,11,1.0,,0.0,1.0,0.57,55.0,0.0,31.0,,1,,613.04
27046,2017-04-22 00:00:00.0,0.0,0.0,631.71,K6622,12,2.0,,787.41,3.0,0.33,26.0,0.0,44.0,,9,,781.71
27047,2017-06-22 00:00:00.0,0.0,0.0,190.76,K6622,4,1.0,,527.61,3.0,0.0,105.0,0.0,36.0,,1,,240.76
27048,2017-08-20 00:00:00.0,0.0,0.0,193.31,K6622,4,1.0,,0.0,1.0,,10.0,0.0,37.0,,9,,243.31
27049,2017-09-18 00:00:00.0,0.0,0.0,195.78,K6619,32,1.0,,0.0,3.0,0.0,4.0,0.0,41.0,,1,,195.78
27050,2017-08-26 00:00:00.0,0.0,0.0,812.19,K6512,2,2.0,207.9,0.0,5.0,,109.0,0.0,69.0,0.0,13,1.0,902.44
27051,2017-09-18 00:00:00.0,0.0,0.0,429.4,K6622,4,1.0,,0.0,2.0,,8.0,0.0,33.0,,3,,479.4
27052,2017-05-08 00:00:00.0,0.0,0.0,593.32,K6512,66,4.0,,517.86,5.0,0.0,4.0,3.0,45.0,,1,,593.32
27053,2017-06-22 00:00:00.0,0.0,0.0,421.63,K6622,12,,,93.44,1.0,0.2,12.0,0.0,31.0,,4,,471.63
27054,2017-06-22 00:00:00.0,0.0,0.0,126.67,K6512,27,1.0,,0.0,1.0,0.57,4.0,0.0,33.0,,99,,126.67
27055,2017-04-28 00:00:00.0,1.0,110.24,710.24,K6419,178,,39.9,0.0,2.0,0.0,359.0,0.0,40.0,1.0,7,1.0,710.24
27056,2017-08-20 00:00:00.0,0.0,0.0,685.71,K6622,63,,,49.06,1.0,0.0,10.0,0.0,43.0,,4,,735.71
27057,2017-05-21 00:00:00.0,0.0,0.0,0.0,K6512,6,,,472.49,1.0,,4.0,0.0,36.0,,4,,1042.51
27058,2017-02-23 00:00:00.0,0.0,0.0,25.54,K6622,22,,,113.21,1.0,0.0,76.0,0.0,24.0,,4,,75.54
27059,2017-05-22 00:00:00.0,0.0,0.0,323.65,K6512,27,1.0,,0.0,7.0,,4.0,0.0,47.0,,1,,323.65
27060,2017-05-14 00:00:00.0,0.0,0.0,207.64,K6512,19,,,139.8,4.0,0.14,104.0,0.0,56.0,,4,,268.64
27061,2017-06-24 00:00:00.0,0.0,0.0,601.44,K6512,2,3.0,,625.33,8.0,0.0,67.0,0.0,70.0,,3,,679.31
27062,2017-09-18 00:00:00.0,0.0,0.0,64.35,K6619,32,2.0,948.12,393.36,8.0,,4.0,0.0,47.0,2.0,1,0.0,64.35
27063,2017-05-20 00:00:00.0,0.0,0.0,123.97,K6622,63,,98.6,0.0,4.0,,71.0,0.0,24.0,0.0,8,1.0,173.97
27064,2017-02-23 00:00:00.0,0.0,0.0,2084.9,K6622,12,1.0,,0.0,6.0,,13.0,0.0,52.0,,1,,2284.9
27065,2017-05-07 00:00:00.0,0.0,0.0,328.96,K6512,10,1.0,,0.0,1.0,,126.0,0.0,40.0,,1,,357.23
27066,2017-05-18 00:00:00.0,0.0,0.0,183.75,K6512,49,4.0,,191.86,3.0,0.0,106.0,0.0,51.0,,1,,183.75
27067,2017-09-01 00:00:00.0,0.0,0.0,1322.63,K6419,41,5.0,0.0,0.0,4.0,0.0,4.0,0.0,44.0,0.0,1,,1322.63
27068,2017-02-23 00:00:00.0,0.0,0.0,893.21,K6622,7,1.0,,0.0,2.0,0.6,13.0,0.0,66.0,,1,,943.21
27069,2017-09-08 00:00:00.0,0.0,0.0,951.4,K6622,17,1.0,,0.0,2.0,0.0,71.0,0.0,45.0,,1,,986.4
27070,2017-06-12 00:00:00.0,0.0,0.0,37.17,K6619,68,,434.22,715.42,4.0,0.28,4.0,0.0,70.0,1.0,4,,37.17
27071,2017-07-02 00:00:00.0,1.0,42.7,77.4,K6512,3,,108.64,0.0,4.0,,577.0,2.0,42.0,0.0,15,0.0,85.4
27072,2017-03-19 00:00:00.0,0.0,0.0,110.0,K6512,5,,,965.49,0.0,,199.0,0.0,62.0,,4,,130.24
27073,2017-04-24 00:00:00.0,0.0,0.0,807.96,K6512,38,1.0,,0.0,7.0,0.16,4.0,0.0,40.0,,1,,1102.73
27074,2017-09-09 00:00:00.0,1.0,168.5,160.5,K6512,13,,89.39,0.0,4.0,,590.0,1.0,54.0,0.0,5,,168.5
27075,2017-07-22 00:00:00.0,1.0,313.37,924.77,K6512,2,,22.52,0.0,1.0,0.0,81.0,0.0,50.0,0.0,6,1.0,1013.37
27076,2017-05-05 00:00:00.0,0.0,0.0,196.89,K6512,27,2.0,,0.0,3.0,0.0,4.0,0.0,55.0,,1,,196.89
27077,2017-02-06 00:00:00.0,0.0,0.0,1524.34,K6622,12,,,68.39,2.0,0.37,27.0,0.0,23.0,,4,,1674.34
27078,2017-07-23 00:00:00.0,1.0,20.0,2535.23,K6419,36,2.0,65.9,0.0,6.0,0.5,14.0,0.0,32.0,0.0,1,,2543.55
27079,2017-07-22 00:00:00.0,1.0,101.27,962.67,K6622,4,1.0,597.22,0.0,4.0,0.33,162.0,0.0,27.0,0.0,13,1.0,1012.67
27080,2017-07-13 00:00:00.0,0.0,0.0,114.34,K6619,16,,784.27,0.0,1.0,0.0,7.0,1.0,53.0,1.0,4,,114.34
27081,2017-06-03 00:00:00.0,0.0,0.0,419.75,K6512,38,1.0,41.52,0.0,3.0,0.16,4.0,0.0,48.0,0.0,1,,537.39
27082,2017-08-20 00:00:00.0,0.0,0.0,1132.49,K6622,7,,,503.61,6.0,0.0,73.0,0.0,46.0,,4,,1232.49
27083,2017-05-25 00:00:00.0,0.0,0.0,603.55,K6622,12,0.0,341.94,81.55,2.0,0.28,14.0,1.0,40.0,2.0,1,,703.55
27084,2017-02-23 00:00:00.0,0.0,0.0,1543.27,K6512,6,3.0,2526.97,1256.47,4.0,,4.0,0.0,54.0,0.0,1,0.0,2495.46
27085,2017-05-05 00:00:00.0,0.0,0.0,188.71,K6512,27,,18.01,0.0,2.0,,4.0,0.0,44.0,0.0,6,1.0,188.71
27086,2017-08-25 00:00:00.0,1.0,89.44,89.44,K6512,10,,1057.42,101.6,1.0,0.66,146.0,2.0,36.0,2.0,7,1.0,109.46
27087,2017-07-03 00:00:00.0,0.0,0.0,83.34,K6499,97,,,934.22,3.0,0.5,240.0,0.0,26.0,,4,,83.34
27088,2017-08-20 00:00:00.0,0.0,0.0,68.6,K6622,12,1.0,,1135.34,5.0,,75.0,0.0,31.0,,1,,118.6
27089,2017-08-25 00:00:00.0,1.0,96.1,35.1,K6512,6,1.0,,0.0,3.0,0.0,4.0,1.0,51.0,,1,,96.1
27090,2017-07-21 00:00:00.0,0.0,0.0,319.54,K6622,12,,,340.16,1.0,0.0,10.0,0.0,22.0,,4,,369.54
27091,2017-04-22 00:00:00.0,0.0,0.0,84.76,K6622,12,1.0,339.65,0.0,2.0,0.2,75.0,0.0,32.0,4.0,1,,134.76
27092,2017-07-08 00:00:00.0,1.0,248.15,248.15,K6512,10,1.0,,0.0,1.0,1.0,157.0,0.0,24.0,,1,,268.22
27093,2017-01-21 00:00:00.0,0.0,0.0,627.0,K6622,43,,111.76,0.0,5.0,0.37,108.0,0.0,50.0,0.0,7,0.0,654.0
27094,2017-06-22 00:00:00.0,0.0,0.0,142.75,K6512,5,,300.0,150.02,2.0,0.5,141.0,1.0,33.0,5.0,4,,163.07
27095,2017-02-17 00:00:00.0,0.0,0.0,1593.0,K6512,11,,,333.6,5.0,0.18,66.0,0.0,36.0,,28,,1608.0
27096,2017-07-27 00:00:00.0,0.0,0.0,93.9,K6512,13,1.0,669.12,317.64,2.0,,91.0,3.0,48.0,2.0,7,1.0,101.9
27097,2017-06-30 00:00:00.0,0.0,0.0,106.16,K6622,73,,,187.58,1.0,,144.0,0.0,50.0,,4,,106.16
27098,2017-03-24 00:00:00.0,1.0,395.0,809.0,K6512,26,1.0,,0.0,1.0,,202.0,0.0,45.0,,1,,809.49
27099,2017-04-17 00:00:00.0,0.0,0.0,143.75,K6512,39,2.0,,0.0,3.0,,193.0,0.0,31.0,,1,,143.75
27100,2017-08-20 00:00:00.0,0.0,0.0,68.28,K6512,10,1.0,,0.0,2.0,0.0,141.0,0.0,,,1,,88.28
27101,2017-06-05 00:00:00.0,0.0,0.0,748.96,K6622,17,2.0,,0.0,1.0,,85.0,3.0,28.0,,1,,808.96
27102,2017-09-18 00:00:00.0,0.0,0.0,636.78,K6622,63,2.0,,0.0,1.0,,8.0,0.0,43.0,,1,,686.78
27103,2017-04-13 00:00:00.0,0.0,0.0,98.19,K6512,2,3.0,28.0,0.0,7.0,0.5,108.0,0.0,52.0,0.0,3,,159.51
27104,2017-05-25 00:00:00.0,0.0,0.0,57.49,K6622,12,3.0,104.89,0.0,2.0,0.0,14.0,1.0,30.0,0.0,9,,107.49
27105,2017-03-27 00:00:00.0,0.0,0.0,77.96,K6622,37,2.0,,1079.2,7.0,,67.0,0.0,45.0,,1,,93.54
27106,2017-09-18 00:00:00.0,0.0,0.0,1007.52,K6622,63,,,23.0,3.0,1.0,8.0,0.0,19.0,,4,,1057.52
27107,2017-06-29 00:00:00.0,1.0,1204.36,1002.23,K6622,28,,,77.3,1.0,,70.0,0.0,57.0,,4,,1204.36
27108,2017-03-20 00:00:00.0,1.0,112.38,112.38,K6512,49,,94.93,243.4,1.0,0.66,78.0,0.0,,0.0,7,1.0,112.38
27109,2017-07-16 00:00:00.0,0.0,0.0,178.15,K6512,65,,59.95,0.0,2.0,0.1,95.0,0.0,63.0,1.0,7,1.0,178.15
27110,2017-07-29 00:00:00.0,0.0,0.0,348.92,K6619,32,,,2161.48,2.0,,4.0,1.0,31.0,,29,,348.92
27111,2017-02-17 00:00:00.0,1.0,54.5,54.5,K6512,3,1.0,,0.0,3.0,0.0,687.0,0.0,28.0,,1,,62.5
27112,2017-05-13 00:00:00.0,1.0,368.58,476.87,K6512,6,,45.5,29.0,3.0,,4.0,0.0,49.0,3.0,6,2.0,552.87
27113,2017-04-13 00:00:00.0,0.0,0.0,632.62,K6512,6,,339.57,0.0,3.0,0.0,4.0,0.0,51.0,0.0,7,0.0,720.62
27114,2017-04-14 00:00:00.0,0.0,0.0,319.4,K6622,24,6.0,2052.24,0.0,4.0,0.5,90.0,0.0,45.0,0.0,1,1.0,334.64
27115,2017-05-13 00:00:00.0,0.0,0.0,141.6,K6622,15,,,340.42,3.0,,4.0,0.0,,,4,,152.84
27116,2017-01-20 00:00:00.0,0.0,0.0,581.21,K6512,10,4.0,,0.0,8.0,0.0,141.0,0.0,51.0,,1,,610.29
27117,2017-01-13 00:00:00.0,0.0,0.0,1184.99,K6512,130,4.0,326.82,1013.96,2.0,0.0,378.0,4.0,,0.0,1,,1184.99
27118,2017-05-07 00:00:00.0,0.0,0.0,137.91,K6622,17,2.0,,0.0,4.0,0.0,83.0,0.0,,,1,,222.91
27119,2017-07-21 00:00:00.0,0.0,0.0,514.41,K6622,22,,849.97,0.0,4.0,0.0,10.0,0.0,27.0,0.0,7,0.0,564.41
27120,2017-07-02 00:00:00.0,0.0,0.0,230.5,K6622,15,,,393.06,2.0,1.0,4.0,0.0,,,4,,241.79
27121,2017-03-23 00:00:00.0,0.0,0.0,55.09,K6512,2,,,560.06,1.0,0.0,108.0,0.0,71.0,,10,,116.09
27122,2017-05-06 00:00:00.0,0.0,0.0,284.53,K6512,59,,72.49,0.0,5.0,,75.0,0.0,41.0,1.0,8,1.0,284.53
27123,2017-02-23 00:00:00.0,0.0,0.0,262.77,K6622,22,,712.23,24421.5,7.0,,13.0,7.0,61.0,2.0,6,1.0,312.77
27124,2017-01-23 00:00:00.0,0.0,0.0,213.24,K6419,25,,290.87,0.0,5.0,,5.0,1.0,20.0,0.0,7,1.0,213.77
27125,2017-05-20 00:00:00.0,0.0,0.0,119.84,K6512,33,,,112.9,1.0,0.5,170.0,0.0,,,4,,119.84
27126,2017-04-13 00:00:00.0,0.0,0.0,1368.23,K6512,6,,465.0,34909.87,3.0,0.0,4.0,0.0,84.0,1.0,4,,1456.23
27127,2017-01-12 00:00:00.0,0.0,0.0,841.94,K6419,38,1.0,201.52,1216.65,1.0,0.0,4.0,0.0,34.0,2.0,1,1.0,935.54
27128,2017-06-01 00:00:00.0,0.0,0.0,359.79,K6512,10,,211.26,1294.74,4.0,0.5,151.0,0.0,63.0,0.0,8,1.0,389.28
27129,2017-01-27 00:00:00.0,0.0,0.0,376.89,K6622,37,2.0,,0.0,3.0,0.0,70.0,0.0,,,1,,452.27
27130,2017-09-18 00:00:00.0,0.0,0.0,202.53,K6622,4,1.0,,1262.33,3.0,,8.0,0.0,35.0,,1,,252.53
27131,2017-07-13 00:00:00.0,1.0,523.89,523.89,K6512,9,,250.44,409.57,5.0,,132.0,0.0,54.0,0.0,8,1.0,789.62
27132,2017-04-22 00:00:00.0,0.0,0.0,57.42,K6622,4,1.0,,0.0,3.0,,73.0,0.0,26.0,,13,,107.42
27133,2017-02-23 00:00:00.0,1.0,175.83,261.74,K6512,6,2.0,2018.79,2236.41,1.0,,62.0,0.0,27.0,6.0,7,2.0,337.74
27134,2017-06-22 00:00:00.0,0.0,0.0,758.07,K6622,4,,237.92,565.5,6.0,,12.0,0.0,32.0,0.0,5,0.0,808.07
27135,2017-04-27 00:00:00.0,0.0,0.0,677.53,K6622,28,,3092.42,1784.8,3.0,,69.0,1.0,55.0,10.0,7,1.0,817.57
27136,2017-05-25 00:00:00.0,1.0,124.4,124.4,K6619,16,,321.36,0.0,3.0,,4.0,2.0,30.0,0.0,7,0.0,124.4
